reviewer_id,split_name,sample_id,condition,original_label_still_valid,text_readable,text_too_obvious,text_completely_invisible,critical_damage_obscured,layout_plausible,image_usable,approve,notes
,pilot,hurricane_irma__905658056465199105__905658056465199105_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__905658056465199105__905658056465199105_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,clean,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__905670102833446912__905670102833446912_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,clean,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__905715102258569216__905715102258569216_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,clean,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909381728061464577__909381728061464577_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,clean,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909412901626236929__909412901626236929_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,clean,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909415467655335936__909415467655335936_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,clean,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909431758822739969__909431758822739969_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,clean,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909484405214908419__909484405214908419_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,clean,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909492529854377984__909492529854377984_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,clean,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909717040205828097__909717040205828097_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,clean,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909739206293049344__909739206293049344_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,clean,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,benign_image,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,benign_text,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,direct_image,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,direct_text,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909796226169819140__909796226169819140_1,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,clean,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909839453010702338__909839453010702338_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,clean,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909843612309102592__909843612309102592_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,clean,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909900385581764608__909900385581764608_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,clean,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__909902707028316161__909902707028316161_0,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,clean,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,benign_image,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,benign_text,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,benign_joint,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,direct_image,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,direct_text,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,direct_joint,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,misleading_image,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,misleading_text,,,,,,,,,
,pilot,hurricane_irma__910177644444110848__910177644444110848_1,misleading_joint,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,clean,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,benign_image,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,benign_text,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,benign_joint,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,direct_image,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,direct_text,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,direct_joint,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,misleading_image,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,misleading_text,,,,,,,,,
,pilot,hurricane_irma__910222023263084544__910222023263084544_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,clean,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__911546468791709697__911546468791709697_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,clean,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__911786535321604096__911786535321604096_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,clean,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__912021033984626688__912021033984626688_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,clean,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__912949692413161472__912949692413161472_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,clean,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__913062398004776960__913062398004776960_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,clean,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__913795571193978880__913795571193978880_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,clean,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__913983131262128129__913983131262128129_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,clean,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__913992284986855424__913992284986855424_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,clean,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,benign_image,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,benign_text,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,benign_joint,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,direct_image,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,direct_text,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,direct_joint,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,misleading_image,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,misleading_text,,,,,,,,,
,pilot,hurricane_maria__914329492830789634__914329492830789634_1,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,clean,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,benign_image,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,benign_text,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,benign_joint,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,direct_image,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,direct_text,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,direct_joint,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,misleading_image,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,misleading_text,,,,,,,,,
,pilot,hurricane_maria__914555402737668097__914555402737668097_1,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,clean,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__921427706880954369__921427706880954369_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,clean,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__922464066622377986__922464066622377986_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,clean,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__922601042533007362__922601042533007362_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,clean,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,misleading_image,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,misleading_text,,,,,,,,,
,pilot,hurricane_maria__922969963035615233__922969963035615233_0,misleading_joint,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,clean,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,benign_image,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,benign_text,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,benign_joint,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,direct_image,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,direct_text,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,direct_joint,,,,,,,,,
,pilot,hurricane_maria__923670505391042561__923670505391042561_0,misleading_image,,,,,,,,,
