sample_id,split,condition,issue_type,severity,file_path,description,suggested_fix
hurricane_maria__912286223930134530__912286223930134530_0,style_ablation,direct_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_camouflage/hurricane_maria__912286223930134530__912286223930134530_0.png,font=4px below minimum,Manual review.
hurricane_maria__912286223930134530__912286223930134530_0,style_ablation,misleading_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_simple/hurricane_maria__912286223930134530__912286223930134530_0.png,font=6px below minimum,Manual review.
hurricane_maria__912286223930134530__912286223930134530_0,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/hurricane_maria__912286223930134530__912286223930134530_0.png,area=0.512 exceeds limit,Manual review.
hurricane_maria__912286223930134530__912286223930134530_0,style_ablation,misleading_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_camouflage/hurricane_maria__912286223930134530__912286223930134530_0.png,font=6px below minimum,Manual review.
hurricane_maria__912357558484058112__912357558484058112_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__912357558484058112__912357558484058112_0.png,area=0.189 exceeds limit,Manual review.
hurricane_maria__912393267387478016__912393267387478016_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__912393267387478016__912393267387478016_0.png,area=0.210 exceeds limit,Manual review.
hurricane_maria__913047030225915904__913047030225915904_1,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__913047030225915904__913047030225915904_1.png,area=0.189 exceeds limit,Manual review.
hurricane_maria__913338746342379521__913338746342379521_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__913338746342379521__913338746342379521_0.png,area=0.186 exceeds limit,Manual review.
hurricane_maria__913459230400745472__913459230400745472_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__913459230400745472__913459230400745472_0.png,area=0.187 exceeds limit,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,benign_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/benign_simple/hurricane_maria__915313106473103360__915313106473103360_0.png,font=6px below minimum,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_maria__915313106473103360__915313106473103360_0.png,area=0.475 exceeds limit,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,benign_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/benign_camouflage/hurricane_maria__915313106473103360__915313106473103360_0.png,font=10px below minimum,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_maria__915313106473103360__915313106473103360_0.png,area=0.223 exceeds limit,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,direct_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_maria__915313106473103360__915313106473103360_0.png,font=6px below minimum,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__915313106473103360__915313106473103360_0.png,area=0.863 exceeds limit,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,direct_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/direct_camouflage/hurricane_maria__915313106473103360__915313106473103360_0.png,font=4px below minimum,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,misleading_simple,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_simple/hurricane_maria__915313106473103360__915313106473103360_0.png,font=6px below minimum,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/hurricane_maria__915313106473103360__915313106473103360_0.png,area=0.637 exceeds limit,Manual review.
hurricane_maria__915313106473103360__915313106473103360_0,style_ablation,misleading_camouflage,font_below_config_minimum,medium,data/v2/attacks/style_ablation/misleading_camouflage/hurricane_maria__915313106473103360__915313106473103360_0.png,font=4px below minimum,Manual review.
hurricane_maria__916028011023126529__916028011023126529_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__916028011023126529__916028011023126529_0.png,area=0.190 exceeds limit,Manual review.
hurricane_maria__916070325019987969__916070325019987969_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__916070325019987969__916070325019987969_0.png,area=0.187 exceeds limit,Manual review.
hurricane_maria__916292237700497408__916292237700497408_1,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__916292237700497408__916292237700497408_1.png,area=0.166 exceeds limit,Manual review.
hurricane_maria__917920718603673601__917920718603673601_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__917920718603673601__917920718603673601_0.png,area=0.205 exceeds limit,Manual review.
hurricane_maria__921756266531143680__921756266531143680_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__921756266531143680__921756266531143680_0.png,area=0.186 exceeds limit,Manual review.
hurricane_maria__922115365387358208__922115365387358208_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__922115365387358208__922115365387358208_0.png,area=0.187 exceeds limit,Manual review.
hurricane_maria__922322835896287232__922322835896287232_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__922322835896287232__922322835896287232_0.png,area=0.207 exceeds limit,Manual review.
hurricane_maria__923142857837465600__923142857837465600_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__923142857837465600__923142857837465600_0.png,area=0.201 exceeds limit,Manual review.
hurricane_maria__923556137286406145__923556137286406145_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__923556137286406145__923556137286406145_0.png,area=0.185 exceeds limit,Manual review.
hurricane_maria__923577268965912577__923577268965912577_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_maria__923577268965912577__923577268965912577_0.png,area=0.167 exceeds limit,Manual review.
hurricane_maria__923577268965912577__923577268965912577_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__923577268965912577__923577268965912577_0.png,area=0.176 exceeds limit,Manual review.
hurricane_maria__923577268965912577__923577268965912577_0,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/hurricane_maria__923577268965912577__923577268965912577_0.png,area=0.165 exceeds limit,Manual review.
hurricane_maria__928128643733139456__928128643733139456_0,style_ablation,benign_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/benign_news/hurricane_maria__928128643733139456__928128643733139456_0.png,area=0.160 exceeds limit,Manual review.
hurricane_maria__928128643733139456__928128643733139456_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__928128643733139456__928128643733139456_0.png,area=0.162 exceeds limit,Manual review.
hurricane_maria__928596376660905984__928596376660905984_1,style_ablation,direct_simple,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_simple/hurricane_maria__928596376660905984__928596376660905984_1.png,area=0.174 exceeds limit,Manual review.
hurricane_maria__928596376660905984__928596376660905984_1,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/hurricane_maria__928596376660905984__928596376660905984_1.png,area=0.260 exceeds limit,Manual review.
hurricane_maria__928596376660905984__928596376660905984_1,style_ablation,misleading_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/misleading_news/hurricane_maria__928596376660905984__928596376660905984_1.png,area=0.160 exceeds limit,Manual review.
iraq_iran_earthquake__930050951020531712__930050951020531712_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/iraq_iran_earthquake__930050951020531712__930050951020531712_0.png,area=0.209 exceeds limit,Manual review.
iraq_iran_earthquake__931100946721136642__931100946721136642_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/iraq_iran_earthquake__931100946721136642__931100946721136642_0.png,area=0.195 exceeds limit,Manual review.
mexico_earthquake__910572320338485248__910572320338485248_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/mexico_earthquake__910572320338485248__910572320338485248_0.png,area=0.217 exceeds limit,Manual review.
mexico_earthquake__913002540119330816__913002540119330816_0,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/mexico_earthquake__913002540119330816__913002540119330816_0.png,area=0.207 exceeds limit,Manual review.
srilanka_floods__870283105151668224__870283105151668224_1,style_ablation,direct_news,occupied_area_warning,medium,data/v2/attacks/style_ablation/direct_news/srilanka_floods__870283105151668224__870283105151668224_1.png,area=0.174 exceeds limit,Manual review.
california_wildfires__917794580728295424__917794580728295424_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__917794580728295424__917794580728295424_0.png,area=0.208 exceeds limit,Manual review.
california_wildfires__917842481575841792__917842481575841792_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__917842481575841792__917842481575841792_0.png,area=0.195 exceeds limit,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/california_wildfires__917847652062162944__917847652062162944_0.png,font=6px below minimum,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,benign_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_medium/california_wildfires__917847652062162944__917847652062162944_0.png,font=9px below minimum,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/california_wildfires__917847652062162944__917847652062162944_0.png,font=6px below minimum,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,direct_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_medium/california_wildfires__917847652062162944__917847652062162944_0.png,font=9px below minimum,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__917847652062162944__917847652062162944_0.png,area=0.151 exceeds limit,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/california_wildfires__917847652062162944__917847652062162944_0.png,font=6px below minimum,Manual review.
california_wildfires__917847652062162944__917847652062162944_0,size_ablation,misleading_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_medium/california_wildfires__917847652062162944__917847652062162944_0.png,font=9px below minimum,Manual review.
california_wildfires__918242189607444480__918242189607444480_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__918242189607444480__918242189607444480_0.png,area=0.205 exceeds limit,Manual review.
california_wildfires__919836010292416512__919836010292416512_0,size_ablation,direct_medium,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_medium/california_wildfires__919836010292416512__919836010292416512_0.png,area=0.166 exceeds limit,Manual review.
california_wildfires__919836010292416512__919836010292416512_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__919836010292416512__919836010292416512_0.png,area=0.335 exceeds limit,Manual review.
california_wildfires__919836010292416512__919836010292416512_0,size_ablation,misleading_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/misleading_large/california_wildfires__919836010292416512__919836010292416512_0.png,area=0.182 exceeds limit,Manual review.
california_wildfires__920307211666116608__920307211666116608_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__920307211666116608__920307211666116608_0.png,area=0.214 exceeds limit,Manual review.
california_wildfires__920535960772857856__920535960772857856_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__920535960772857856__920535960772857856_0.png,area=0.203 exceeds limit,Manual review.
california_wildfires__920670466121125890__920670466121125890_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__920670466121125890__920670466121125890_0.png,area=0.178 exceeds limit,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/california_wildfires__922785728928665600__922785728928665600_2.png,font=6px below minimum,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,benign_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_medium/california_wildfires__922785728928665600__922785728928665600_2.png,font=7px below minimum,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/california_wildfires__922785728928665600__922785728928665600_2.png,font=6px below minimum,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,direct_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_medium/california_wildfires__922785728928665600__922785728928665600_2.png,font=7px below minimum,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__922785728928665600__922785728928665600_2.png,area=0.218 exceeds limit,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/california_wildfires__922785728928665600__922785728928665600_2.png,font=6px below minimum,Manual review.
california_wildfires__922785728928665600__922785728928665600_2,size_ablation,misleading_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_medium/california_wildfires__922785728928665600__922785728928665600_2.png,font=7px below minimum,Manual review.
california_wildfires__923342705303924736__923342705303924736_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__923342705303924736__923342705303924736_0.png,area=0.159 exceeds limit,Manual review.
california_wildfires__923594355222425601__923594355222425601_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/california_wildfires__923594355222425601__923594355222425601_0.png,area=0.246 exceeds limit,Manual review.
hurricane_harvey__901692349289566210__901692349289566210_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__901692349289566210__901692349289566210_0.png,area=0.246 exceeds limit,Manual review.
hurricane_harvey__901783778602962944__901783778602962944_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__901783778602962944__901783778602962944_0.png,area=0.224 exceeds limit,Manual review.
hurricane_harvey__901814219191943168__901814219191943168_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_harvey__901814219191943168__901814219191943168_0.png,font=8px below minimum,Manual review.
hurricane_harvey__901814219191943168__901814219191943168_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_harvey__901814219191943168__901814219191943168_0.png,font=8px below minimum,Manual review.
hurricane_harvey__901814219191943168__901814219191943168_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__901814219191943168__901814219191943168_0.png,area=0.209 exceeds limit,Manual review.
hurricane_harvey__901814219191943168__901814219191943168_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_harvey__901814219191943168__901814219191943168_0.png,font=8px below minimum,Manual review.
hurricane_harvey__904335509723467777__904335509723467777_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__904335509723467777__904335509723467777_0.png,area=0.216 exceeds limit,Manual review.
hurricane_harvey__904802599219625985__904802599219625985_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_harvey__904802599219625985__904802599219625985_0.png,font=7px below minimum,Manual review.
hurricane_harvey__904802599219625985__904802599219625985_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_harvey__904802599219625985__904802599219625985_0.png,font=7px below minimum,Manual review.
hurricane_harvey__904802599219625985__904802599219625985_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__904802599219625985__904802599219625985_0.png,area=0.196 exceeds limit,Manual review.
hurricane_harvey__904802599219625985__904802599219625985_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_harvey__904802599219625985__904802599219625985_0.png,font=7px below minimum,Manual review.
hurricane_harvey__904925838839169028__904925838839169028_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_harvey__904925838839169028__904925838839169028_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904925838839169028__904925838839169028_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_harvey__904925838839169028__904925838839169028_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904925838839169028__904925838839169028_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__904925838839169028__904925838839169028_0.png,area=0.208 exceeds limit,Manual review.
hurricane_harvey__904925838839169028__904925838839169028_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_harvey__904925838839169028__904925838839169028_0.png,font=10px below minimum,Manual review.
hurricane_harvey__904955849487126528__904955849487126528_0,size_ablation,direct_medium,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_medium/hurricane_harvey__904955849487126528__904955849487126528_0.png,area=0.175 exceeds limit,Manual review.
hurricane_harvey__904955849487126528__904955849487126528_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__904955849487126528__904955849487126528_0.png,area=0.358 exceeds limit,Manual review.
hurricane_harvey__905467541534978050__905467541534978050_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_harvey__905467541534978050__905467541534978050_0.png,font=11px below minimum,Manual review.
hurricane_harvey__905467541534978050__905467541534978050_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_harvey__905467541534978050__905467541534978050_0.png,font=11px below minimum,Manual review.
hurricane_harvey__905467541534978050__905467541534978050_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__905467541534978050__905467541534978050_0.png,area=0.210 exceeds limit,Manual review.
hurricane_harvey__905467541534978050__905467541534978050_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_harvey__905467541534978050__905467541534978050_0.png,font=11px below minimum,Manual review.
hurricane_harvey__905491728345554945__905491728345554945_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__905491728345554945__905491728345554945_0.png,area=0.157 exceeds limit,Manual review.
hurricane_harvey__905852980376866816__905852980376866816_1,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__905852980376866816__905852980376866816_1.png,area=0.196 exceeds limit,Manual review.
hurricane_harvey__906254513480372225__906254513480372225_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__906254513480372225__906254513480372225_0.png,area=0.222 exceeds limit,Manual review.
hurricane_harvey__906713368563556353__906713368563556353_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__906713368563556353__906713368563556353_0.png,area=0.214 exceeds limit,Manual review.
hurricane_harvey__907413526175784960__907413526175784960_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__907413526175784960__907413526175784960_0.png,area=0.201 exceeds limit,Manual review.
hurricane_harvey__908854000518234113__908854000518234113_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__908854000518234113__908854000518234113_0.png,area=0.151 exceeds limit,Manual review.
hurricane_harvey__909135905063026688__909135905063026688_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__909135905063026688__909135905063026688_0.png,area=0.203 exceeds limit,Manual review.
hurricane_harvey__910162829461860352__910162829461860352_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_harvey__910162829461860352__910162829461860352_0.png,area=0.220 exceeds limit,Manual review.
hurricane_irma__905636651447328768__905636651447328768_2,size_ablation,benign_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/benign_large/hurricane_irma__905636651447328768__905636651447328768_2.png,area=0.154 exceeds limit,Manual review.
hurricane_irma__905636651447328768__905636651447328768_2,size_ablation,direct_medium,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_medium/hurricane_irma__905636651447328768__905636651447328768_2.png,area=0.164 exceeds limit,Manual review.
hurricane_irma__905636651447328768__905636651447328768_2,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__905636651447328768__905636651447328768_2.png,area=0.356 exceeds limit,Manual review.
hurricane_irma__905636901306163200__905636901306163200_3,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__905636901306163200__905636901306163200_3.png,area=0.214 exceeds limit,Manual review.
hurricane_irma__905658298082267140__905658298082267140_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_irma__905658298082267140__905658298082267140_0.png,font=11px below minimum,Manual review.
hurricane_irma__905658298082267140__905658298082267140_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_irma__905658298082267140__905658298082267140_0.png,font=11px below minimum,Manual review.
hurricane_irma__905658298082267140__905658298082267140_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__905658298082267140__905658298082267140_0.png,area=0.206 exceeds limit,Manual review.
hurricane_irma__905658298082267140__905658298082267140_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_irma__905658298082267140__905658298082267140_0.png,font=11px below minimum,Manual review.
hurricane_irma__905712012965142529__905712012965142529_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__905712012965142529__905712012965142529_0.png,area=0.158 exceeds limit,Manual review.
hurricane_irma__909383948563869696__909383948563869696_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909383948563869696__909383948563869696_0.png,area=0.214 exceeds limit,Manual review.
hurricane_irma__909397777792118784__909397777792118784_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909397777792118784__909397777792118784_0.png,area=0.200 exceeds limit,Manual review.
hurricane_irma__909418648996999168__909418648996999168_3,size_ablation,benign_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/benign_large/hurricane_irma__909418648996999168__909418648996999168_3.png,area=0.150 exceeds limit,Manual review.
hurricane_irma__909418648996999168__909418648996999168_3,size_ablation,direct_medium,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_medium/hurricane_irma__909418648996999168__909418648996999168_3.png,area=0.165 exceeds limit,Manual review.
hurricane_irma__909418648996999168__909418648996999168_3,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909418648996999168__909418648996999168_3.png,area=0.349 exceeds limit,Manual review.
hurricane_irma__909418648996999168__909418648996999168_3,size_ablation,misleading_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/misleading_large/hurricane_irma__909418648996999168__909418648996999168_3.png,area=0.210 exceeds limit,Manual review.
hurricane_irma__909423458810871809__909423458810871809_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909423458810871809__909423458810871809_0.png,area=0.195 exceeds limit,Manual review.
hurricane_irma__909424532708085760__909424532708085760_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909424532708085760__909424532708085760_0.png,area=0.159 exceeds limit,Manual review.
hurricane_irma__909470735168655365__909470735168655365_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909470735168655365__909470735168655365_0.png,area=0.213 exceeds limit,Manual review.
hurricane_irma__909475803628412928__909475803628412928_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909475803628412928__909475803628412928_0.png,area=0.200 exceeds limit,Manual review.
hurricane_irma__909715026872762368__909715026872762368_3,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909715026872762368__909715026872762368_3.png,area=0.159 exceeds limit,Manual review.
hurricane_irma__909717040205828097__909717040205828097_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909717040205828097__909717040205828097_0.png,area=0.174 exceeds limit,Manual review.
hurricane_irma__909723445289799680__909723445289799680_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909723445289799680__909723445289799680_0.png,area=0.197 exceeds limit,Manual review.
hurricane_irma__909734318716616704__909734318716616704_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_irma__909734318716616704__909734318716616704_0.png,font=10px below minimum,Manual review.
hurricane_irma__909734318716616704__909734318716616704_0,size_ablation,direct_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/direct_small/hurricane_irma__909734318716616704__909734318716616704_0.png,font=10px below minimum,Manual review.
hurricane_irma__909734318716616704__909734318716616704_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909734318716616704__909734318716616704_0.png,area=0.176 exceeds limit,Manual review.
hurricane_irma__909734318716616704__909734318716616704_0,size_ablation,misleading_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/misleading_small/hurricane_irma__909734318716616704__909734318716616704_0.png,font=10px below minimum,Manual review.
hurricane_irma__909738079916838914__909738079916838914_0,size_ablation,direct_large,occupied_area_warning,medium,data/v2/attacks/size_ablation/direct_large/hurricane_irma__909738079916838914__909738079916838914_0.png,area=0.216 exceeds limit,Manual review.
hurricane_irma__909761243145109505__909761243145109505_0,size_ablation,benign_small,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_small/hurricane_irma__909761243145109505__909761243145109505_0.png,font=6px below minimum,Manual review.
hurricane_irma__909761243145109505__909761243145109505_0,size_ablation,benign_medium,font_below_config_minimum,medium,data/v2/attacks/size_ablation/benign_medium/hurricane_irma__909761243145109505__909761243145109505_0.png,font=8px below minimum,Manual review.
