split_name,sample_id,duplicate_cluster_id,event_name,damage_label_normalized,sha256,perceptual_hash
main,hurricane_harvey__905545403386527745__905545403386527745_0,cluster_00502,hurricane_harvey,mild_damage,b36718d0e8c1ce65782831d3aa7d68675146addf7026d55a2d7d7c569245335e,71ede66c4544646e
main,hurricane_harvey__905548507343454208__905548507343454208_0,cluster_00056,hurricane_harvey,little_or_no_damage,cb8de632286457ded24469f8120f895d994ecd7210e3b97502a637fc58428ab7,142126264868ece6
main,hurricane_harvey__905555871069073408__905555871069073408_2,cluster_00503,hurricane_harvey,mild_damage,fd7f536993637708f83c523b5144d5440737c3971713aca192916692958277ca,f199996179abafeb
main,hurricane_harvey__905556047984824322__905556047984824322_1,cluster_01715,hurricane_harvey,little_or_no_damage,8b745729c360d3015060249afab693dd28b1dc12b94093208d61a83685ac511f,00800486867ac945
main,hurricane_harvey__905596298459574273__905596298459574273_0,cluster_00505,hurricane_harvey,mild_damage,72c65d16e76c746016f861244018d6a46c61863464e6bde0d512ac04d5d6ae7b,8d9d9d89898f0798
main,hurricane_harvey__905637549737213955__905637549737213955_0,cluster_00057,hurricane_harvey,little_or_no_damage,f8894d8fc496ebd54e199ad447f282293c526c087521ba64f07975ef89e486d9,c2848e82ac8898ad
main,hurricane_harvey__905819071849140224__905819071849140224_0,cluster_00058,hurricane_harvey,little_or_no_damage,1bcf50680381a82427932ab05634ed9aaec0e4d961328b417cfe5a6fd138b5c8,6cedc9d9d0b3f3e3
main,hurricane_harvey__905826747395870720__905826747395870720_0,cluster_00059,hurricane_harvey,little_or_no_damage,2d0ddf2174667a5ae61d5598dbad52a7c5006f089ab43cbccab953b6b7c84750,0307473969aae987
main,hurricane_harvey__905830340975058944__905830340975058944_0,cluster_00506,hurricane_harvey,mild_damage,04f01a617c14528507f087467e9f7d036f09b989d54473dc09208c86a45611be,37038f9756767e32
main,hurricane_harvey__905863374122209281__905863374122209281_0,cluster_00060,hurricane_harvey,little_or_no_damage,bd5c4b537cf05d90420bb5f87eeae23135d31cd1511d4a05bbadab88483ff54d,141e4b3d3e175588
main,hurricane_harvey__905890938832257025__905890938832257025_0,cluster_01745,hurricane_harvey,severe_damage,1d40e4685d3480047760fa8e1042ec48739182460fefc2873379bfc3bc4d136c,2f4b49c587b38300
main,hurricane_harvey__905924160056168448__905924160056168448_0,cluster_01750,hurricane_harvey,severe_damage,4f467e0f3a509c44560a4418043c7633a0543971869545c43beda2f0e2340854,02afaa8c2c368330
main,hurricane_harvey__905963555282984960__905963555282984960_0,cluster_00517,hurricane_harvey,mild_damage,644e1aa6687387c7e2d1af2666709743b9bbe981256bdcea6bcb20ded85ae7b1,96a776cbd9ede1d1
main,hurricane_harvey__906058581048479744__906058581048479744_0,cluster_00518,hurricane_harvey,mild_damage,30ac96d2c1b2de48e689ca746d2dcd74b2fcd99e31214fdd3f90471e914e514a,4271f027252f9321
main,hurricane_harvey__906062230076219392__906062230076219392_0,cluster_01766,hurricane_harvey,severe_damage,d6cec4ff9c5fcf7b710e3a76d1ed757b1d173c3ee17bbcbdd8a5af9bed4e9783,4000c222c9d91d17
main,hurricane_harvey__906199050206068737__906199050206068737_0,cluster_01780,hurricane_harvey,severe_damage,c29c0d1f2b1ab7eff854704032980038c4c7ca7674a654ac6c4b4ff579568d08,1f236267474b4b4c
main,hurricane_harvey__906238289576960000__906238289576960000_0,cluster_00520,hurricane_harvey,mild_damage,89ae556a22cf613eb05f14e56098fc58cfb69634cd0b0492a2a80185fa28c3be,98385b1b3c3aaac9
main,hurricane_harvey__906254607210475520__906254607210475520_0,cluster_00062,hurricane_harvey,little_or_no_damage,ac0c8b678be27e526de04caf4b0b18e4ff11def1e8ec25a55a26a59a2f9ba4a0,6cd2b11c0ae5d35c
main,hurricane_harvey__906306158994100225__906306158994100225_0,cluster_00063,hurricane_harvey,little_or_no_damage,a9369e62b93db6f930448c0e8dc4ceda493053548ba0be1914088a66fba0d3d9,a6c68647cfe7a53d
main,hurricane_harvey__906372211216408576__906372211216408576_0,cluster_00064,hurricane_harvey,little_or_no_damage,cc4e1f3d6eedb19e20a406d42d51510178f3ad7ef0b6f9b4f725a0bbeaf1be5e,0c1d1d374755671d
main,hurricane_harvey__906491271019036672__906491271019036672_0,cluster_01795,hurricane_harvey,severe_damage,77014e36de493bb6e6a6b17b8ae4af9ccca9a046f56fab6bfee06579b3d8ce28,1e3f33771511999b
main,hurricane_harvey__906563342189375488__906563342189375488_0,cluster_00524,hurricane_harvey,mild_damage,7cd520f47c439443edce13b143bed65ad5c28a5730b2ff734744e2cbee63563a,a0a0a41e3c4e2b4a
main,hurricane_harvey__906626877321818112__906626877321818112_0,cluster_00066,hurricane_harvey,little_or_no_damage,ab73cf81f0eb0d4071b9b5632f664e8869ee2d2d914ae2a85687a3e6d949ed6a,f37372cc6567c5c6
main,hurricane_harvey__906635791778160640__906635791778160640_2,cluster_00067,hurricane_harvey,little_or_no_damage,eb7a29f6a3dda8b381eec14f28ac4f04f350a37b7a2af75eeaa596b5e8c8c66d,bab998b87ce7177f
main,hurricane_harvey__906664753602457601__906664753602457601_0,cluster_00528,hurricane_harvey,mild_damage,616d86cf45e0ddba0cf3ad6cd71ba60af8b5078508575932b9c82b0d62f4b301,9ce77bacc6f098cf
main,hurricane_harvey__906706479440384000__906706479440384000_0,cluster_00068,hurricane_harvey,little_or_no_damage,d587080ba432ec7f9c784ddcf27f766f00373ab17e1c57c9eefe442e6af7a986,6128b83c1d0d2c6c
main,hurricane_harvey__906713843283451904__906713843283451904_0,cluster_01805,hurricane_harvey,severe_damage,620e9e35666d146db59207d42e9e58aa20f6d92b9d8c1adf0777830599a52ac4,a6a1827079f1a323
main,hurricane_harvey__906779124454354945__906779124454354945_0,cluster_00532,hurricane_harvey,mild_damage,4ca38685a9e7453e231c5b557ae31a830d1da82e2eea16a0aef62827348aee2a,3edcc9d3f3fcc000
main,hurricane_harvey__906792024094986240__906792024094986240_0,cluster_00533,hurricane_harvey,mild_damage,fcdf35a4c2d30f784a967e2cc2629a5e0a13b1c209f1fffa886d8a166e4b15a4,383830e8cbc2e0f0
main,hurricane_harvey__906919855475097600__906919855475097600_2,cluster_00536,hurricane_harvey,little_or_no_damage,184deb1089443b573a9dc8453e14ae4955337cb06f15ac1821b34cb66e109033,2e2818c0483c3460
main,hurricane_harvey__906948548356341760__906948548356341760_0,cluster_00537,hurricane_harvey,mild_damage,624ee87c9039686e1863fe51cc10e2d6278147076e571aca3d9e4409776a584c,010dec38333d3627
main,hurricane_harvey__906964197053014016__906964197053014016_0,cluster_00072,hurricane_harvey,little_or_no_damage,f3c7626685835c6f1b3286ded81cb586f98808d24def235c2f62cc9af4e41062,736612998d8c0c16
main,hurricane_harvey__906984251538776071__906984251538776071_0,cluster_00074,hurricane_harvey,little_or_no_damage,b93687425b9e2cae17a719aae211465d3e77d88642d3c3a99b3993c4e2fe1335,470f1d1d1b1a1c9f
main,hurricane_harvey__907041310518935552__907041310518935552_0,cluster_01820,hurricane_harvey,little_or_no_damage,a4b5f6356d7e3f3c282824b07b3e8f86ba4c146855d3bbaa82cd40488f61faa9,18c8c2982841da20
main,hurricane_harvey__907200075687964672__907200075687964672_1,cluster_00076,hurricane_harvey,little_or_no_damage,7c1998c568edbc6afa21620fa9e7a2b3536cdc84c9b46a48a2a4265b20958699,f8f8b1d1f3f3e0e0
main,hurricane_harvey__907257101029974016__907257101029974016_3,cluster_00547,hurricane_harvey,little_or_no_damage,e4ba52643f56f109823ed8f99a19412c1147009e13ee0c4c5dbe3f3b6e8058df,2424266609c9c181
main,hurricane_harvey__907259489728024577__907259489728024577_0,cluster_00548,hurricane_harvey,mild_damage,233d61cfc704909ff3c455432a7ea7dbd3089851eb37df13cac5fbcb9bc8269b,d8db131945472db0
main,hurricane_harvey__907260858606260224__907260858606260224_0,cluster_00077,hurricane_harvey,little_or_no_damage,3b759224ad91d915619f63a038b171bfba7925455289f3e418b5e8b6f1458db6,291939f3e0b1f3e5
main,hurricane_harvey__907272819100327936__907272819100327936_0,cluster_00549,hurricane_harvey,mild_damage,0ae94a5309a835ea38ca8226d191f8e337873218e4354805c4e29c5aa4527d39,3fdf5e1e7fef874b
main,hurricane_harvey__907272871965188096__907272871965188096_0,cluster_00550,hurricane_harvey,mild_damage,0b0f960744c1faa7723dc665b0e59ba059272f49f4221e4c09b6cd26d678484f,7d39bf2e5f3b3ffb
main,hurricane_harvey__907278081756299264__907278081756299264_0,cluster_01836,hurricane_harvey,severe_damage,8484d53e95395efce46c5bcc755d4aab8fb1011a9de2ea5ac234bf2d248e3ebf,8e0c2c0c0c0c1736
main,hurricane_harvey__907296821357289476__907296821357289476_0,cluster_00078,hurricane_harvey,little_or_no_damage,c412929aa901291f06f24fad59a946d22d539cab171fbc555a6f88b57ec54b53,6732c6a62657535b
main,hurricane_harvey__907307110307962885__907307110307962885_0,cluster_00551,hurricane_harvey,mild_damage,e6d295286e2a0091b42209eaa07ab5f0766b7751ce9e0c84e1428eb6d5bac8a3,8a44716060f0c0c2
main,hurricane_harvey__907307308211982336__907307308211982336_0,cluster_00079,hurricane_harvey,little_or_no_damage,31b13692049d97edaf4cebdff10649fa9da0bf3bcbb5a7456b9dab244b69e152,5b3b2d247670ac98
main,hurricane_harvey__907345772823408642__907345772823408642_0,cluster_00554,hurricane_harvey,mild_damage,5993a0866985bb4eade86581073881c17d5124c0ac75912b9a8172f2de949e96,9808899d0d0d8486
main,hurricane_harvey__907351036393914368__907351036393914368_0,cluster_00081,hurricane_harvey,little_or_no_damage,c11b1ced8444de3c2b898439e952f067151199e68e702bdfff9e4dc4edfd3fc8,1f1f3f2cc767e4bf
main,hurricane_harvey__907370190182199297__907370190182199297_0,cluster_00555,hurricane_harvey,mild_damage,574245dc7ad30e67e9f45a65c664bd9cc26bd22d61c3de01961a04b23ab53447,336c2d8b8b8adbd9
main,hurricane_harvey__907383711246770176__907383711246770176_0,cluster_00082,hurricane_harvey,little_or_no_damage,264e888b129b99fa2ed64ac2f3b7e01011f76408bcc623c72c4b63e2c1ed2ea6,9cc1c080c8c0e2e2
main,hurricane_harvey__907393512630611969__907393512630611969_0,cluster_00083,hurricane_harvey,little_or_no_damage,7981fa97725c0fcc53d40c6fedd25ebcfd9ce30a0bb13ec4b9d919495f7785e6,a666b2e193939f8e
main,hurricane_harvey__907435657882226689__907435657882226689_0,cluster_00558,hurricane_harvey,mild_damage,37c30af9acf8a300292104a2f90176834f23981f43c475c76a12a1ecc95d6491,041c7ae7e76b2d0d
main,hurricane_harvey__907638987438874624__907638987438874624_0,cluster_00085,hurricane_harvey,little_or_no_damage,f3946ae4da081633970b379afa05242a240a09ef376818d057bbc92dfadc4cd5,381da9851d0dc7cd
main,hurricane_harvey__907648877460955137__907648877460955137_0,cluster_00086,hurricane_harvey,little_or_no_damage,1a3e7aa905ecffb4b3d92f26fe583b328f4456d0138ba73bc2a9a1c86a22d73a,737296cf43fc7f27
main,hurricane_harvey__907735778914058241__907735778914058241_0,cluster_00566,hurricane_harvey,mild_damage,86e88c7f987c59228cd878cdec8c9d3fec791a3b79c474b9ba460319a5971e33,6f41c24b3db47e7f
main,hurricane_harvey__907772978116653056__907772978116653056_0,cluster_00568,hurricane_harvey,mild_damage,f5f4423b962e88ebe0bd0cf91660e93610463f700627dd9566cea3471dbac6a8,8f8f09c545090f07
main,hurricane_harvey__907786118225121280__907786118225121280_0,cluster_00569,hurricane_harvey,mild_damage,e87ce2bfff8d30a61a8446251b4fd053a16f31fabd038ac8ddf442de9989620e,0339718d2b616c72
main,hurricane_harvey__907967554789847041__907967554789847041_0,cluster_00572,hurricane_harvey,mild_damage,966dc90121bee88cb347b3d7e1ea9d7a64d7d1c4fbbf75aeff849143066148ae,0707431912023505
main,hurricane_harvey__907992015299690496__907992015299690496_0,cluster_02115,hurricane_harvey,severe_damage,b89956508aa963fed4b2704c7204f9fd199308980b26376714281083f88bc0f4,8b2b6565d57331f3
main,hurricane_harvey__908007709399756801__908007709399756801_0,cluster_00574,hurricane_harvey,mild_damage,6c778e9e35989f31a7280ec5c2a64d9a861e9c215d692ec704ba01802163d3ed,9cfca79f97a7d0f2
main,hurricane_harvey__908100423667548161__908100423667548161_0,cluster_01887,hurricane_harvey,severe_damage,150f10a1d420021fbb99f007b28589727a3dd6a1654a826a1fd63d2eb1063ec6,3958082e0e1e1e1a
main,hurricane_harvey__908111834418466816__908111834418466816_0,cluster_01889,hurricane_harvey,little_or_no_damage,35062bc7016df616f1a2de74104a457b09cd2b2cb25f6740c7f52f6ba0c76944,af5f5e673b5f3f2b
main,hurricane_harvey__908118102587539456__908118102587539456_0,cluster_01892,hurricane_harvey,severe_damage,92233d9d9370c4d6ce196c13d860296a0c49252bb38c3afe17b34dbb6a8d1589,e8d1c536767633c1
main,hurricane_harvey__908124692753506305__908124692753506305_0,cluster_00576,hurricane_harvey,mild_damage,8d580a0b0efea0075276f6e04b50d204a9c3fdc32819b695378c505f6eab784e,f1b5a5b3eedbd3f7
main,hurricane_harvey__908130612225167360__908130612225167360_0,cluster_00087,hurricane_harvey,little_or_no_damage,e93b4b99adb3fbb39eafc1781300fabd75cb2415cb9c9791805ed6148b179382,6f631b066773b0f0
main,hurricane_harvey__908344663698001922__908344663698001922_3,cluster_00578,hurricane_harvey,mild_damage,a5551fb92e84b39136046aed7af3e7c87d18fe1f5fe28928536875d7d1b8889e,43c381c3d393bdbf
main,hurricane_harvey__908372808564056064__908372808564056064_0,cluster_00579,hurricane_harvey,mild_damage,b1c19d5bac182edfe54bd2923f188fddeae758fc06e730c543b85f6dbc885ff7,7c6c1c9ccc8cb030
main,hurricane_harvey__908390896084897793__908390896084897793_0,cluster_01906,hurricane_harvey,severe_damage,7568a4f56e283bdd75fda1412e6f9a73dc08412ddb94870b935160f35db2c33c,71e660f39ba5236d
main,hurricane_harvey__908413488376238080__908413488376238080_0,cluster_00581,hurricane_harvey,mild_damage,20fb068e94c356881caa0f184b43cb6954794fb1d4c9621bf746941c1a0d5d20,860c262666563dc7
main,hurricane_harvey__908566528898895872__908566528898895872_2,cluster_01916,hurricane_harvey,little_or_no_damage,67e5fc946608890c66cca8c2dc160cfc75ab45c21d53ddd7b19b6ffc597cd36b,8d1993e3e30d5353
main,hurricane_harvey__908578895695368192__908578895695368192_0,cluster_01917,hurricane_harvey,severe_damage,5ff6e651deab4ad180eb8c7bb3f8a1df2ee45957c7086ddeb359b1f6f7da901a,1b1bbb5e4a2a2c25
main,hurricane_harvey__908631770538610688__908631770538610688_0,cluster_00591,hurricane_harvey,mild_damage,05685ea5117842acb561e89750d6d1e6c5cfbe2c4fb778f9443fcca4be9735e0,01010181c7030403
main,hurricane_harvey__908674197328670721__908674197328670721_0,cluster_00592,hurricane_harvey,mild_damage,1d65ded1428ad1e34013a9a0b48d1bc3ab930c6f08c7358fe85a8d031a5d81f8,1e1e1e0e4f4f8d8e
main,hurricane_harvey__908677187359850497__908677187359850497_0,cluster_00593,hurricane_harvey,mild_damage,31db1d4fb398bb6ab2ddf2a4b72fbb20c706387846481e537d2a2c390b0ade2b,0809270c1f0879ed
main,hurricane_harvey__908709128297644032__908709128297644032_0,cluster_00595,hurricane_harvey,mild_damage,01ce7056162ffb24ebd63e382d26d09bea860346d9a1d424ea74fd335a03b477,08999e87a332381c
main,hurricane_harvey__908723853798641664__908723853798641664_0,cluster_00091,hurricane_harvey,little_or_no_damage,32413ac33f350c5f536c43afec9c0a18041f919fb100a2870a0fbf0c49d4998e,c0a1a3e3918d71a9
main,hurricane_harvey__908772392159387648__908772392159387648_2,cluster_00092,hurricane_harvey,little_or_no_damage,6b33e458d0d3aaf65a95c34344ab47bf94962c61a579f3027e9562d9040c0323,392d3d2d2d040307
main,hurricane_harvey__908774437461229568__908774437461229568_0,cluster_00598,hurricane_harvey,mild_damage,0ac99adeaa1694e832e4d6fdc97cb0897223455ff91af2226727f019feb6c209,8727357587874f27
main,hurricane_harvey__908854000518234113__908854000518234113_0,cluster_00093,hurricane_harvey,little_or_no_damage,a928006a76ca449a16f7271901c8c8453ca9d5a77a93457a9ae23fb55c51dd3b,c0ce8ec6c1c1c9c9
main,hurricane_harvey__908862255512657920__908862255512657920_0,cluster_00094,hurricane_harvey,little_or_no_damage,e20ceb67a74bb9afac42605ed46d8f9afd5bfa57b5dc56c777719e6ddd661505,1a9ab4b4d4d1d89a
main,hurricane_harvey__908905314342367232__908905314342367232_0,cluster_01924,hurricane_harvey,severe_damage,1fae0d8029650c8c045a9b5d85e2f73aa502e3d18b32b6ca2bd883fed72a1c60,61bf0f0fb731bb07
main,hurricane_harvey__909128086985338880__909128086985338880_0,cluster_01928,hurricane_harvey,mild_damage,deb2c96e3d90da4510104023aac5ea1268ce724ffba6b0c60967e5a7d489ae6e,040361632325d95c
main,hurricane_harvey__909135905063026688__909135905063026688_0,cluster_00601,hurricane_harvey,mild_damage,979e6b525cc4003625cccc94d1a955c1ea20f63b9d000640e67a44eeb89519aa,256507335d5a1834
main,hurricane_harvey__909142245554532352__909142245554532352_0,cluster_00095,hurricane_harvey,little_or_no_damage,3e21958103e25c8bb51de168459414a84de9b1f83852165d039db84af9486f3d,7e3e1e1e3e3e8e9e
main,hurricane_harvey__909157252518563840__909157252518563840_0,cluster_00096,hurricane_harvey,little_or_no_damage,ee557b302cde90eef51189e47279c9a1593ce264cf6d2521a18838ede95d74c8,4327030e063e3f0f
main,hurricane_harvey__909259117801410560__909259117801410560_0,cluster_00098,hurricane_harvey,little_or_no_damage,2d3d84719a6b0578d7ab395dbff926058f53d69d9ce7271b2eac34ae0c088fbb,faf22c189c59591e
main,hurricane_harvey__909477113199316997__909477113199316997_0,cluster_01933,hurricane_harvey,severe_damage,e40c114d417b60dfac8f870db94cc338d1bb0daf3371bf9a4ab87539b9aaf792,8cc072f2f6d3981e
main,hurricane_harvey__909820533419671555__909820533419671555_0,cluster_01939,hurricane_harvey,mild_damage,b26fee7cc86befede0b0c031b139be885bd30c1431997176fb692947f02ee7b0,e0a0301818b8f0f2
main,hurricane_harvey__909830129538490368__909830129538490368_0,cluster_01940,hurricane_harvey,severe_damage,298899aa43caa61d4de6fe6075c0f459f89385de74896482f1a46e904902d8ea,9bdd220a68073f5c
main,hurricane_harvey__909922362589454336__909922362589454336_0,cluster_00607,hurricane_harvey,mild_damage,de0918b1eb23d25a2daf4473bf9bc49e69797d531b31fed9d189cfd1b402d12d,008089999a1a8ee4
main,hurricane_harvey__909938076423675905__909938076423675905_0,cluster_00099,hurricane_harvey,little_or_no_damage,bf74a994b16e40ef1cc23141a755db6f6294622b4cdd578b769a3060eba14a1a,f6f6f67276dad8e4
main,hurricane_harvey__909977356546318336__909977356546318336_3,cluster_01949,hurricane_harvey,little_or_no_damage,6708747dc2a1b32d386869b374518fd387a3e24cb95269137684241813f321cb,c0c05c3c1c1dc0f2
main,hurricane_harvey__910156535011135488__910156535011135488_0,cluster_00100,hurricane_harvey,little_or_no_damage,e9a5f16609eac49bdb655448a6b04062a28584913396fee0c9310dce3afab8ad,80800018191e1200
main,hurricane_harvey__910261798569472003__910261798569472003_0,cluster_00101,hurricane_harvey,little_or_no_damage,f3971be8ce9763cec64939a8d68978ada7b18924e8d5caca3153f06f9e177d94,336d6df333135377
main,hurricane_irma__905631022540357632__905631022540357632_0,cluster_01960,hurricane_irma,severe_damage,5ba3280be3b1b765fdddca8806534d97a52717b9da266912143f07224b2cb276,391979382303e2a7
main,hurricane_irma__905636384576335872__905636384576335872_0,cluster_00103,hurricane_irma,little_or_no_damage,1cda1fda76b63a5f3d8251f251d98596ba0f558528f08692fa530e0f791309f8,64450d2b3f878f84
main,hurricane_irma__905636651447328768__905636651447328768_2,cluster_01961,hurricane_irma,little_or_no_damage,8e81e808c285bb2a8fc5ec7cb08ae592506643214b34022b5d3f4775a140657e,000002d1b693c524
main,hurricane_irma__905636943630884865__905636943630884865_0,cluster_01965,hurricane_irma,severe_damage,16d58189b0d71f9a92d8d2dd993baf5edb6254bd7ce244b31cfcb2d70faa0cf3,e34caeb2a3c1ddb3
main,hurricane_irma__905647872175104001__905647872175104001_0,cluster_00106,hurricane_irma,little_or_no_damage,584c8d25f2bcf9283c642f1882fc8f5c3d8c112e4fd9e68b2e419a86cf7be24b,8d8d0d0d0919393d
main,hurricane_irma__905658298082267140__905658298082267140_0,cluster_00107,hurricane_irma,little_or_no_damage,850717b9e6ee9a4c68ac76f30c5b447645bfa18b5a21ed813a075257f26dcac7,0cbd86888d800303
main,hurricane_irma__905658650877763584__905658650877763584_0,cluster_00108,hurricane_irma,little_or_no_damage,982572caeed174c3711feb0f2950b3c8fb05f162fd91844d5bc970760b640f07,df9a334b6964878f
main,hurricane_irma__905669119231459330__905669119231459330_0,cluster_01972,hurricane_irma,severe_damage,481a0bbe86146c527a6e79d186687473688e27c7e302e90c218697686a250973,3a1e0c4c8e86e631
main,hurricane_irma__905675466492837888__905675466492837888_0,cluster_00110,hurricane_irma,little_or_no_damage,5e6a8987d26a163073bf1a8747a2f7c75e798cfaf4aeaf0560142d970fac5a1b,2dd8d89014ae3f1f
main,hurricane_irma__905702343735422976__905702343735422976_0,cluster_00112,hurricane_irma,little_or_no_damage,df37f9e9d0854feabf1f02659d27b9d7c78195f72150c1e5f49ab14c33e38385,48193971e2f1f3e7
main,hurricane_irma__905711015572250632__905711015572250632_0,cluster_00113,hurricane_irma,little_or_no_damage,c3851220a84b00e1aa7a9b3d5e3ea06cede189a2d497cdcaad3c92679e33c72c,3372647c5ddd6d4f
main,hurricane_irma__905712012965142529__905712012965142529_0,cluster_00616,hurricane_irma,little_or_no_damage,7568187c7a614b2c8fc504ea5057e17fd3a3375ae3693dc6ba468e5e3bfa0851,18181d1d09070f0f
main,hurricane_irma__905720120642650112__905720120642650112_0,cluster_01984,hurricane_irma,severe_damage,d3ed8ddc5fd549f6c2e62ee8673d7fd028d25ee3be87806dd7df58f01828f2f8,a63432662d818a1e
main,hurricane_irma__905723534730641408__905723534730641408_0,cluster_00116,hurricane_irma,little_or_no_damage,df1d7c5f584dc842e95504edf01367908ca7bf03056a1d706c166ca829282567,3839b29236b4242c
main,hurricane_irma__905740321966891008__905740321966891008_0,cluster_00119,hurricane_irma,little_or_no_damage,bb9283d16d7cb3656a8c7c9635cb615f18ba0a6448af583bfb81034e0bfb9ede,3b4bc4cc98695b4b
main,hurricane_irma__905745716575838208__905745716575838208_0,cluster_00120,hurricane_irma,little_or_no_damage,04ed6538214af48849c38001987b92fd2d0c5fcd41b71b889b751f1398414f61,33327e70389b4519
main,hurricane_irma__905755713984765954__905755713984765954_0,cluster_00121,hurricane_irma,little_or_no_damage,74c1f6e157bf6944b9e7e92ba86fd6cf352e4d11abba1f7e83ec05d0980a0365,3838781939392020
main,hurricane_irma__905756573280198656__905756573280198656_0,cluster_00620,hurricane_irma,mild_damage,8d4d1ecd1ce107320178022e376890c51155f09e9489187e6fb09d7192802611,001b293c07cdeb33
main,hurricane_irma__905761990823600129__905761990823600129_0,cluster_00122,hurricane_irma,little_or_no_damage,dd0541b637eeef8eb44c05d0eb7d5571d872fb05f9d02fcbe0d8b79b033acafa,a2022a220a4a6228
main,hurricane_irma__905762184105472000__905762184105472000_0,cluster_01992,hurricane_irma,severe_damage,21e76abed679705624ae5624529b699f8bdebf06fff706a39629c52ed66786b0,c2cc24ea5aed3cb0
main,hurricane_irma__906927857393430533__906927857393430533_0,cluster_01995,hurricane_irma,severe_damage,064ac37774b6a5eecfeebb42df83779f956a7d936618de7514d2b2275f151936,eee973e3868cf9f3
main,hurricane_irma__906927885226737671__906927885226737671_0,cluster_00124,hurricane_irma,little_or_no_damage,0df693fc9bafafc26d7db598ed2983cceef9d76246ceeb7e5ee5a379e5b66454,0703033d3e3b1f1f
main,hurricane_irma__906927887454011394__906927887454011394_0,cluster_00125,hurricane_irma,little_or_no_damage,526660c57aa1ac008dd82cbc7877d4db3fc43da02ae0706152cafe8bd72d5202,060e56f2e8e8e8ec
main,hurricane_irma__906927950938873856__906927950938873856_0,cluster_00126,hurricane_irma,little_or_no_damage,13286534a4ae50502160d185d1bf14bd78ed27f8811046567bd710526b7d7079,8b830323030d4d79
main,hurricane_irma__906927969171656705__906927969171656705_0,cluster_00621,hurricane_irma,mild_damage,528088883507d5ecba5722b4bf8cb8d2866958c9ff85144ecf91b7dec8a953c0,262e3ce87c0007ff
main,hurricane_irma__906928042865504261__906928042865504261_0,cluster_00127,hurricane_irma,little_or_no_damage,3d968efcde911c9b09082d8b39ce2fe47c151fe467c019f2a1f2c8b96ab01d4f,070f0f170f87b747
main,hurricane_irma__909377896996892672__909377896996892672_0,cluster_00622,hurricane_irma,mild_damage,5ebe00c2e9280faf56db7c79621e1e10627e04527f697f38468f47a117236270,d6ded96c4d5b379f
main,hurricane_irma__909378784519966721__909378784519966721_0,cluster_00623,hurricane_irma,mild_damage,fd82ae0c25dbc40ea57adcce1cacd2c9cb7e67900b1042cae62479db5ba20865,cede7970e4fe1e43
main,hurricane_irma__909382743141822466__909382743141822466_0,cluster_00129,hurricane_irma,little_or_no_damage,b6258c3c41693864b5d8e0b21ab4f79b24cc619fd1c56380ce7b03dd099b4407,29a9c9cc4543092a
main,hurricane_irma__909393303052935168__909393303052935168_2,cluster_00131,hurricane_irma,little_or_no_damage,f6bb3099404ae31194c03bec73b02ab8a9a9f8c56f6ada9a5467aa2ac1c98a1c,13020d4d460e4604
main,hurricane_irma__909394219235672064__909394219235672064_0,cluster_00629,hurricane_irma,mild_damage,8f7d6d7b99a2db0b50d80e51eaa77d0e69cb3a7ed67a2cec6c1e171daac589a2,1f1f0dafab63210e
main,hurricane_irma__909396357718343680__909396357718343680_0,cluster_02015,hurricane_irma,severe_damage,918fbd25701f87c86104278934b1385484764a32b17e2007da4a67ddc7286adc,131f8babae3f3b1b
main,hurricane_irma__909397079138689024__909397079138689024_0,cluster_00132,hurricane_irma,little_or_no_damage,1859fdfd5e38ab1bee9bddec9bd75a87c72062a22cc3959fa25f6c20d02779d6,ebe3256d69e6a928
main,hurricane_irma__909397777792118784__909397777792118784_0,cluster_00133,hurricane_irma,little_or_no_damage,7f1322323223e4aa61d2ef8ed7a9a465735f938e7ff02caec693802657589039,0040e3e4e0a3c0c0
main,hurricane_irma__909398796928303104__909398796928303104_1,cluster_00631,hurricane_irma,mild_damage,436d67eb7f8f0d812d8b871f3f9e2add00f3b0e0d7164f5db0b9666f68513248,2f24444c5c76d653
main,hurricane_irma__909403359123210240__909403359123210240_0,cluster_02018,hurricane_irma,severe_damage,1c76ae983a9e0f5943bdabbc55ebb485296ea556eee2d32d0409f35983eedea0,470686e765641dac
main,hurricane_irma__909410693102948352__909410693102948352_0,cluster_02022,hurricane_irma,severe_damage,b91417bb9ab2d65f5e1f3de0cc778410129af7d83e081d61c87d83ebfb4bc7f3,2000001a7b194996
main,hurricane_irma__909411047039229953__909411047039229953_0,cluster_00632,hurricane_irma,mild_damage,0a69a61487f4443b595891ff7d842ad4ebc7f31eaba1135ecefc6c79660f57e3,9e0c8dce4644dcdc
main,hurricane_irma__909412920160804864__909412920160804864_0,cluster_00633,hurricane_irma,mild_damage,85b1ec9510d3550609046030b4ad052b4c38ad0c4abd17ca658c6af2ef26664a,1f33323232385cd7
main,hurricane_irma__909418331618373632__909418331618373632_0,cluster_00139,hurricane_irma,little_or_no_damage,b82f84eaec81217a78c29d61d8420f983ba3a0f464312cb5665c647674617717,7ef6eedcd8f141c1
main,hurricane_irma__909418882213060608__909418882213060608_0,cluster_02025,hurricane_irma,severe_damage,f707886d626fb5be33b50e3c1570b0d32cfa26705cbce1b288ca47536908a021,59d476b45eef7416
