sample_id,condition,reviewer_id,original_label_still_valid,text_readable,text_too_obvious,text_completely_invisible,critical_damage_obscured,news_layout_plausible,camouflage_plausible,image_usable,approve,notes
hurricane_irma__909996543385665537__909996543385665537_0,benign_text,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,benign_joint,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,direct_image,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,direct_text,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,direct_joint,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,misleading_image,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,misleading_text,,,,,,,,,,,
hurricane_irma__909996543385665537__909996543385665537_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,clean,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,benign_image,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,benign_text,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,benign_joint,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,direct_image,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,direct_text,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,direct_joint,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,misleading_image,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,misleading_text,,,,,,,,,,,
hurricane_harvey__901750080943902720__901750080943902720_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,clean,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,benign_image,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,benign_text,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,benign_joint,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,direct_image,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,direct_text,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,direct_joint,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,misleading_image,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,misleading_text,,,,,,,,,,,
hurricane_harvey__905133260526714880__905133260526714880_2,misleading_joint,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,clean,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,benign_image,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,benign_text,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,benign_joint,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,direct_image,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,direct_text,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,direct_joint,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,misleading_image,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,misleading_text,,,,,,,,,,,
srilanka_floods__870052558928138240__870052558928138240_0,misleading_joint,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,clean,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,benign_image,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,benign_text,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,benign_joint,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,direct_image,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,direct_text,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,direct_joint,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,misleading_image,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,misleading_text,,,,,,,,,,,
hurricane_maria__914353354503069696__914353354503069696_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,clean,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,benign_image,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,benign_text,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,benign_joint,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,direct_image,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,direct_text,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,direct_joint,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,misleading_image,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,misleading_text,,,,,,,,,,,
mexico_earthquake__910705421953982464__910705421953982464_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,clean,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,benign_image,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,benign_text,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,benign_joint,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,direct_image,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,direct_text,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,direct_joint,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,misleading_image,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,misleading_text,,,,,,,,,,,
hurricane_irma__909805592805560320__909805592805560320_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,clean,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,benign_image,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,benign_text,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,benign_joint,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,direct_image,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,direct_text,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,direct_joint,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,misleading_image,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,misleading_text,,,,,,,,,,,
hurricane_harvey__905844147227041793__905844147227041793_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,clean,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,benign_image,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,benign_text,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,benign_joint,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,direct_image,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,direct_text,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,direct_joint,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,misleading_image,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,misleading_text,,,,,,,,,,,
hurricane_harvey__910261798569472003__910261798569472003_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,clean,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,benign_image,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,benign_text,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,benign_joint,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,direct_image,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,direct_text,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,direct_joint,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,misleading_image,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,misleading_text,,,,,,,,,,,
hurricane_irma__909412901626236929__909412901626236929_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,clean,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,benign_image,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,benign_text,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,benign_joint,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,direct_image,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,direct_text,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,direct_joint,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,misleading_image,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,misleading_text,,,,,,,,,,,
mexico_earthquake__914823897601605632__914823897601605632_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,clean,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,benign_image,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,benign_text,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,benign_joint,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,direct_image,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,direct_text,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,direct_joint,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,misleading_image,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,misleading_text,,,,,,,,,,,
mexico_earthquake__910537562132901889__910537562132901889_0,misleading_joint,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,clean,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,benign_image,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,benign_text,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,benign_joint,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,direct_image,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,direct_text,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,direct_joint,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,misleading_image,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,misleading_text,,,,,,,,,,,
iraq_iran_earthquake__930027524830236672__930027524830236672_0,misleading_joint,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,clean,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,benign_image,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,benign_text,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,benign_joint,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,direct_image,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,direct_text,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,direct_joint,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,misleading_image,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,misleading_text,,,,,,,,,,,
hurricane_maria__913798788095102976__913798788095102976_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,clean,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,benign_image,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,benign_text,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,benign_joint,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,direct_image,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,direct_text,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,direct_joint,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,misleading_image,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,misleading_text,,,,,,,,,,,
hurricane_irma__909481301274587136__909481301274587136_2,misleading_joint,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,clean,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,benign_image,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,benign_text,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,benign_joint,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,direct_image,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,direct_text,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,direct_joint,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,misleading_image,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,misleading_text,,,,,,,,,,,
hurricane_maria__916310521661591552__916310521661591552_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,clean,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,benign_image,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,benign_text,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,benign_joint,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,direct_image,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,direct_text,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,direct_joint,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,misleading_image,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,misleading_text,,,,,,,,,,,
mexico_earthquake__910708925548384256__910708925548384256_0,misleading_joint,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,clean,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,benign_image,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,benign_text,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,benign_joint,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,direct_image,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,direct_text,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,direct_joint,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,misleading_image,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,misleading_text,,,,,,,,,,,
hurricane_maria__927182978379284486__927182978379284486_0,misleading_joint,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,clean,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,benign_image,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,benign_text,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,benign_joint,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,direct_image,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,direct_text,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,direct_joint,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,misleading_image,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,misleading_text,,,,,,,,,,,
hurricane_irma__905636384576335872__905636384576335872_0,misleading_joint,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,clean,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,benign_image,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,benign_text,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,benign_joint,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,direct_image,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,direct_text,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,direct_joint,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,misleading_image,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,misleading_text,,,,,,,,,,,
hurricane_irma__905701933339566080__905701933339566080_0,misleading_joint,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,clean,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,benign_image,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,benign_text,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,benign_joint,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,direct_image,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,direct_text,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,direct_joint,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,misleading_image,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,misleading_text,,,,,,,,,,,
hurricane_maria__912075982164643840__912075982164643840_0,misleading_joint,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,clean,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,benign_image,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,benign_text,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,benign_joint,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,direct_image,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,direct_text,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,direct_joint,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,misleading_image,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,misleading_text,,,,,,,,,,,
california_wildfires__921159449708060672__921159449708060672_0,misleading_joint,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,clean,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,benign_image,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,benign_text,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,benign_joint,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,direct_image,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,direct_text,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,direct_joint,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,misleading_image,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,misleading_text,,,,,,,,,,,
srilanka_floods__870015709555834880__870015709555834880_0,misleading_joint,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,clean,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,benign_image,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,benign_text,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,benign_joint,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,direct_image,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,direct_text,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,direct_joint,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,misleading_image,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,misleading_text,,,,,,,,,,,
california_wildfires__919937237676040192__919937237676040192_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,clean,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,benign_image,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,benign_text,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,benign_joint,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,direct_image,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,direct_text,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,direct_joint,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,misleading_image,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,misleading_text,,,,,,,,,,,
hurricane_irma__909839895077834752__909839895077834752_1,misleading_joint,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,clean,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,benign_image,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,benign_text,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,benign_joint,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,direct_image,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,direct_text,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,direct_joint,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,misleading_image,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,misleading_text,,,,,,,,,,,
hurricane_maria__921564595877302272__921564595877302272_0,misleading_joint,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,clean,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,benign_image,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,benign_text,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,benign_joint,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,direct_image,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,direct_text,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,direct_joint,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,misleading_image,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,misleading_text,,,,,,,,,,,
hurricane_harvey__901688029521334272__901688029521334272_2,misleading_joint,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,clean,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,benign_image,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,benign_text,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,benign_joint,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,direct_image,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,direct_text,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,direct_joint,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,misleading_image,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,misleading_text,,,,,,,,,,,
hurricane_irma__905642249706340352__905642249706340352_0,misleading_joint,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,clean,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,benign_image,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,benign_text,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,benign_joint,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,direct_image,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,direct_text,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,direct_joint,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,misleading_image,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,misleading_text,,,,,,,,,,,
california_wildfires__922468220388429824__922468220388429824_0,misleading_joint,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,clean,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,benign_image,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,benign_text,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,benign_joint,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,direct_image,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,direct_text,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,direct_joint,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,misleading_image,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,misleading_text,,,,,,,,,,,
hurricane_maria__914871738722390016__914871738722390016_2,misleading_joint,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,clean,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,benign_image,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,benign_text,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,benign_joint,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,direct_image,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,direct_text,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,direct_joint,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,misleading_image,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,misleading_text,,,,,,,,,,,
hurricane_irma__909439327779852288__909439327779852288_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,clean,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,benign_image,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,benign_text,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,benign_joint,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,direct_image,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,direct_text,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,direct_joint,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,misleading_image,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,misleading_text,,,,,,,,,,,
hurricane_irma__909887340524589061__909887340524589061_1,misleading_joint,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,clean,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,benign_image,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,benign_text,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,benign_joint,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,direct_image,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,direct_text,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,direct_joint,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,misleading_image,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,misleading_text,,,,,,,,,,,
california_wildfires__919607858106265601__919607858106265601_0,misleading_joint,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,clean,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,benign_image,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,benign_text,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,benign_joint,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,direct_image,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,direct_text,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,direct_joint,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,misleading_image,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,misleading_text,,,,,,,,,,,
hurricane_irma__909379299874099201__909379299874099201_0,misleading_joint,,,,,,,,,,,
mexico_earthquake__911674637410594816__911674637410594816_0,clean,,,,,,,,,,,
mexico_earthquake__911674637410594816__911674637410594816_0,benign_image,,,,,,,,,,,
mexico_earthquake__911674637410594816__911674637410594816_0,benign_text,,,,,,,,,,,
mexico_earthquake__911674637410594816__911674637410594816_0,benign_joint,,,,,,,,,,,
